FID,Handle,Layer,age,Lattitude,Longitude,TagInfo,TaxonName,AgeGroup,Height,Spread,DBH,AddInfo,globalid,TreeHandle,parentglob,CreationDa,Creator,EditDate,Editor,x,y
139, , ,0,51.49549701,-0.17866252,0357,Quercus robur,Mature,0,0,16.6, ,8b5f724e-39a4-47fa-a7a2-7aebfbb56819, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178662518650344,51.495497012635
140, , ,0,51.49549191,-0.17869686,0358,Quercus petraea,Mature,0,0,9.7, ,a51517b9-d2c4-46ae-87ef-5a9fd9b7c6e2, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178696862141977,51.4954919148917
141, , ,0,51.49546902,-0.17872658,0353,Quercus robur,Mature,0,0,20.1, ,89b27747-acb7-4f08-9b31-8959fe88d3f5, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178726575716636,51.4954690245354
142, , ,0,51.49546679,-0.17874662,0352,Taxus baccata,Semi-mature,0,0,4.3, ,8b23d7a4-c2c7-456d-8f4e-4db6bb44f11b, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178746616232283,51.4954667863368
143, , ,0,51.49549268,-0.17874017,0363,Prunus padus,Mature,0,0,10.4, ,ecb11d80-390f-47d4-b1b0-87ee57b84819, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178740174413397,51.4954926782949
144, , ,0,51.49550504,-0.17875608,0377,Quercus robur,Semi-mature,0,0,4.3, ,3e787df8-1243-4078-a05f-8bad4479adeb, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178756082678762,51.4955050359169
145, , ,0,51.49550425,-0.17878241,0369,Betula alba,Mature,0,0,5.9, ,78ba3657-816d-4c32-9f5d-715f999cbb06, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178782411401425,51.4955042512617
146, , ,0,51.49551985,-0.17876402,0372,Betula pubescens,Mature,0,0,5.8, ,da69c145-61e6-47f3-aa0f-d62baaaa0caf, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178764018395988,51.495519850406
147, , ,0,51.49553536,-0.17878306,0367,Sambucus nigra,Mature,0,0,11.1, ,17df7902-046c-4180-bada-c3c719760068, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.17878306178169,51.4955353611804
148, , ,0,51.49553326,-0.17872828,0364,Quercus robur,Semi-mature,0,0,5.3, ,6ed68ecd-92fa-4bad-86fe-1a6341e0d0da, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178728280719027,51.4955332622431
149, , ,0,51.49552423,-0.17870008,0373,Ilex aquifolium,Semi-mature,0,0,7, ,e0ab1967-a985-4018-8ed6-6db657be3b7e, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178700075415727,51.4955242306036
150, , ,0,51.49546534,-0.17866258,0375,Betula pubescens,Semi-mature,0,0,5, ,016484aa-a1a3-4c2b-af17-3d85265a7e91, ,becb1cd7-e835-4a41-b4b7-5b14379dabf4,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178662576142525,51.4954653434201
151, , ,0,51.49562775,-0.17882107,0368,Betula alba,Semi-mature,0,0,8.8,Ivy,e5e06b87-5f0e-4574-af28-acb4e673d140, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178821065908095,51.4956277478833
152, , ,0,51.49562799,-0.17877497,0365,Betula alba,Mature,0,0,7.4, ,2b96864f-8044-4e96-947b-2dcc34a2fb6c, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178774974249189,51.4956279922835
153, , ,0,51.49561159,-0.17872138,0371,Prunus avium,Semi-mature,0,0,5.7, ,59bb3026-d152-471b-92c4-f9c700032254, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178721381657652,51.4956115878299
154, , ,0,51.49564201,-0.17871479,0366,Corylus avellana,Semi-mature,0,0,4.1,Multi-stem,2d0c553e-3153-451e-9202-67f07f916b92, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178714793413372,51.4956420075388
155, , ,0,51.49565633,-0.1787006,0376,Betula alba,Mature,0,0,5.9, ,7019b3fd-f828-4d68-b313-039bb323cd36, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178700599133569,51.4956563253536
156, , ,0,51.49564631,-0.1786484,0378,Corylus avellana,Semi-mature,0,0,6, ,e34a66fb-6d97-4485-83bf-ce68e7d4e2a3, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.17864839982903,51.4956463088679
157, , ,0,51.49566433,-0.17870776,0382,Euonymus europaeus,Mature,0,0,5.1, ,2c6aa00f-8176-4544-b38c-a59b0a9dbad0, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178707759604699,51.4956643312702
158, , ,0,51.49565523,-0.17883367,0379,Betula alba,Mature,0,0,9.9,Ivy,1dfa097b-d44f-4816-a798-1a39e6de78ef, ,af2f9818-f4af-4da9-b1c0-b536dbf83391,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178833674661422,51.4956552280704
159, , ,0,51.49591252,-0.1787952,0393,Quercus robur,Mature,0,0,8.3, ,1f4657f4-c7ed-4fde-9ae7-944b052e37a7, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178795197122846,51.4959125179006
160, , ,0,51.49595831,-0.17878003,0386,Quercus robur,Semi-mature,0,0,4.9, ,cd5e611c-1df5-4f2d-af4d-1dacd4fed412, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178780029069289,51.4959583115787
161, , ,0,51.49591372,-0.17876353,0398,Quercus robur,Semi-mature,0,0,7.7, ,9576a7c8-4d7e-440b-9fea-598e6332c125, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178763529712467,51.4959137203194
162, , ,0,51.49591467,-0.178735,0399,Quercus robur,Mature,0,0,7.1, ,2e51aa6a-f6cc-4ce4-a62c-3fde8fb71902, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178735001913976,51.4959146693913
163, , ,0,51.49592375,-0.17870448,0395,Quercus robur, ,0,0,11.5, ,5931d5eb-41d1-4cd0-8536-d4085199ff5c, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178704484347148,51.4959237451353
164, , ,0,51.49591435,-0.17872771,0389,Acer campestre,Mature,0,0,4.8, ,9bbb5d9f-46e6-45a3-8840-a6cde5464f58, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178727712085464,51.4959143483734
165, , ,0,51.49589448,-0.17852247,0400,Corylus avellana,Mature,0,0,5, ,2be5062b-0b6e-43cc-849a-3700032b33fa, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178522470399221,51.4958944765814
166, , ,0,51.49588769,-0.1785003,0394,Prunus avium,Semi-mature,0,0,5.2, ,56e72337-ec78-47fb-8caf-6ecafbeab29a, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178500299978022,51.4958876876656
167, , ,0,51.49589522,-0.17859962,0384,Acer campestre, ,0,0,7.3, ,7007e131-30ab-445d-a4f7-22b46d9a31ce, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178599615919189,51.4958952170479
168, , ,0,51.49586786,-0.17860654,0392,Quercus robur,Mature,0,0,16.6, ,0c31cabe-294c-4f2e-88a1-58d2e7165cc9, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178606539235086,51.4958678583661
169, , ,0,51.49587088,-0.17864553,0390,Tilia,Mature,0,0,5.3, ,7c0b9c42-d39f-42db-8cbb-fa259f3fa0c7, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178645531508331,51.4958708783976
170, , ,0,51.49581554,-0.17869139,0387,Betula alba, ,0,0,6.7, ,6038ed7b-c38c-4c28-97dc-b3815aefd1e0, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178691386012004,51.4958155429996
171, , ,0,51.4957713,-0.17886378,0381,Betula alba,Mature,0,0,17, ,fc467efa-ced0-4b4f-a023-754ef270b78c, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178863783494804,51.4957713022605
172, , ,0,51.49575708,-0.17885726,0387,Ilex aquifolium,Mature,0,0,6.9, ,38cca275-227c-41ad-9525-65d089a17f60, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178857257234257,51.49575707732
173, , ,0,51.49579039,-0.17886819,0391,Betula pubescens,Mature,0,0,8.9, ,28c20b52-919b-474b-bf8b-26ddd398b6d4, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178868189731267,51.495790389456
174, , ,0,51.49582934,-0.17886794,380,Quercus petraea,Mature,0,0,8.3, ,df4783b3-1065-4e45-9912-2ff34fc5ed57, ,b83979a0-bbe3-4109-b1bc-ac13305acce8,10/30/2025 12:00:00 AM,ben.town_nathistmus,10/30/2025 12:00:00 AM,ben.town_nathistmus,-0.178867935508055,51.4958293350503
175, , ,0,51.49603338,-0.17829823,0150,Fagus sylvatica,Mature,0,0,17.5, ,89a3e6b1-8e12-430b-9b77-76d510b90dae, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178298229344766,51.4960333843204
176, , ,0,51.4960046,-0.17831591,0151,Fagus sylvatica,Mature,0,0,8.7, ,60faa7fa-af4b-4201-8fb7-86488160533d, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178315907291213,51.4960045951256
177, , ,0,51.49601089,-0.17825576,0143,Fagus sylvatica,Mature,0,0,16.3, ,0591f617-a0df-4354-bc83-572bcc0e0dad, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178255758794759,51.4960108879573
178, , ,0,51.49603598,-0.17823128,0142,Fagus sylvatica,Mature,0,0,15.7, ,2d02e7bd-d704-44d8-acf3-67ea61cce38b, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178231275211668,51.4960359820973
179, , ,0,51.4960198,-0.17826148,0149,Fagus sylvatica,Mature,0,0,12.6, ,1a8df150-800d-48c0-a955-81fb55aad90e, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178261481063103,51.4960198037329
180, , ,0,51.49602638,-0.17819897,0144,Fagus sylvatica,Semi-mature,0,0,8, ,e3b05066-d68a-4c7f-844e-75174c7a59df, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178198972692374,51.4960263767534
181, , ,0,51.49602793,-0.17818575,0145,Fagus sylvatica,Mature,0,0,15.7, ,450f5b24-888e-4717-aee1-18830e7a10bb, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178185753982985,51.4960279298272
182, , ,0,51.4959959,-0.17814522,0146,Acer campestre,Semi-mature,0,0,7.9, ,7dfb681a-83c2-4932-a980-478e539754c7, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178145216607466,51.4959959002561
183, , ,0,51.49599577,-0.17806727,0130,Cupressaceae,Mature,0,0,6.8, ,697e4df3-1395-4423-8d25-63d1376ebc9b, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178067268891956,51.4959957727441
184, , ,0,51.49598622,-0.17807484,0131,Cupressaceae,Semi-mature,0,0,7.2, ,eae2db11-1878-4570-9aa6-ac411a3bc57c, ,084b2fa1-5155-4886-abce-7245598f3bc3,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178074837198202,51.495986221081
185, , ,0,51.49594209,-0.17809384,0148,Cupressaceae,Mature,0,0,6.3, ,5ce7ab69-fbd9-4bf7-b2e3-6a22f1900d53, ,34ece812-b1c3-49e0-a132-21bf74ee2280,10/31/2025 12:00:00 AM,ben.town_nathistmus,10/31/2025 12:00:00 AM,ben.town_nathistmus,-0.178093841956362,51.4959420878863
